cosine	jaccard	channels	band	theme_a	theme_b	name_a	name_b	freq_a	freq_b
0.6984		dense	drop	morte_e_desiderio_di_morire	morte_propria	La morte e il desiderio di morire	La propria morte	1	1
0.6980		dense	drop	autoconoscenza_prima_della_morte	morte_e_desiderio_di_morire	Autoconoscenza e morte	La morte e il desiderio di morire	1	1
0.6977	0.3333	dense+lexical	drop	immortalita_e_morte	immortalita_poetica	Immortalità e morte	Immortalità poetica	1	1
0.6976		dense	drop	potere_e_violenza_politica	volonta_di_potere	Potere e violenza politica	Volontà di potere	1	1
0.6970	0.3333	dense+lexical	drop	amore_e_incontro	amore_umano	Amore e incontro	Amore umano	1	1
0.6969	0.3333	dense+lexical	drop	morte	morte_e_desiderio_di_morire	La morte	La morte e il desiderio di morire	11	1
0.6967	0.5000	dense+lexical	drop	bellezza	bellezza_e_virtu	Bellezza	Bellezza e virtù	7	1
0.6965	0.3333	dense+lexical	drop	potere	potere_e_percezione_pubblica	Il potere	Potere e percezione pubblica	1	1
0.6958	0.3333	dense+lexical	drop	diritto_e_giustizia	governo_e_giustizia	Diritto e giustizia	Governo e giustizia	1	1
0.6956	0.3333	dense+lexical	drop	solitudine_della_morte	solitudine_e_ritiro	Solitudine della morte	Solitudine e ritiro	1	1
0.6956		dense	drop	amicizia_e_fedelta	fiducia_e_rischio	Amicizia e fedeltà	Fiducia e rischio	1	1
0.6955	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_identita	Memoria autentica	Memoria e identità	1	1
0.6954		dense	drop	potere	sogno_del_filosofo_re	Il potere	Il filosofo al potere	1	1
0.6954	0.3333	dense+lexical	drop	diplomazia	diplomazia_con_i_barbari	Diplomazia	Diplomazia e persuasione	1	1
0.6950	0.5000	dense+lexical	drop	rinuncia	rinuncia_alla_conquista	Rinuncia	Rinuncia alla conquista	1	1
0.6937		dense	drop	potere_e_violenza_politica	provvidenza_e_potere	Potere e violenza politica	Provvidenza e potere	1	1
0.6936		dense	drop	ambizione_e_calcolo	colpa_e_intenzione	Ambizione e calcolo	Colpa e intenzione	1	1
0.6928	0.3333	dense+lexical	drop	potere	potere_e_ruolo_istituzionale	Il potere	Potere e ruolo istituzionale	1	1
0.6928	0.3333	dense+lexical	drop	identita_e_autoconoscenza	identita_persistente	Identità e autoconoscenza	Identità persistente	1	1
0.6927	0.3333	dense+lexical	drop	condizione_femminile	mondo_femminile	Condizione femminile	Il mondo femminile	1	1
0.6925	0.5000	dense+lexical	drop	potere	potere_e_precarietà	Il potere	Potere e precarietà	1	1
0.6924		dense	drop	morte	suicidio	La morte	Il suicidio	11	1
0.6923	0.3333	dense+lexical	drop	astinenza_e_liberta	liberta_e_identita	Astinenza e libertà	Libertà e identità	1	1
0.6923		dense	drop	guerra_e_politica	potere_e_macchina_militare	Guerra e politica	Potere e macchina militare	1	1
0.6920		dense	drop	potere_e_macchina_militare	potere_e_ruolo_istituzionale	Potere e macchina militare	Potere e ruolo istituzionale	1	1
0.6917	0.3333	dense+lexical	drop	morte_propria	solitudine_della_morte	La propria morte	Solitudine della morte	1	1
0.6912		dense	drop	governo_e_giustizia	potere_e_violenza_politica	Governo e giustizia	Potere e violenza politica	1	1
0.6911	0.3333	dense+lexical	drop	potere_e_moderazione	potere_e_precarietà	Potere e moderazione	Potere e precarietà	1	1
0.6910	0.5000	dense+lexical	drop	morte	morte_e_potere	La morte	Morte e potere	11	1
0.6904		dense	drop	autoconoscenza_prima_della_morte	morte_e_potere	Autoconoscenza e morte	Morte e potere	1	1
0.6903	0.3333	dense+lexical	drop	conformismo_e_identita	identita_e_oblio_di_se	Conformismo e identità	Identità e oblio di sé	1	1
0.6901	0.3333	dense+lexical	drop	immortalita_e_morte	morte_e_risurrezione	Immortalità e morte	Morte e risurrezione	1	1
0.6899	0.3333	dense+lexical	drop	diritto_e_riforma	diritto_e_usanza	Diritto e riforma	Diritto e usanza	1	1
0.6898		dense	drop	cultura_e_memoria	memoria_e_confronto_con_i_morti	Cultura e memoria	Memoria e confronto con i morti	1	1
0.6891	0.3333	dense+lexical	drop	amore_e_potere	potere_e_moderazione	Amore e potere	Potere e moderazione	1	1
0.6887	0.3333	dense+lexical	drop	amore_e_perdita	amore_e_potere	Amore e perdita	Amore e potere	1	1
0.6886		dense	drop	immortalita_e_morte	morte_e_desiderio_di_morire	Immortalità e morte	La morte e il desiderio di morire	1	1
0.6884	0.3333	dense+lexical	drop	amore_e_dipendenza	amore_e_incontro	Amore e dipendenza	Amore e incontro	1	1
0.6879		dense	drop	economia_e_giustizia_distributiva	governo_e_giustizia	Economia e giustizia distributiva	Governo e giustizia	1	1
0.6877		dense	drop	conquista_orientale	misteri_dell_oriente	Conquista orientale	Misteri dell'Oriente	1	1
0.6872	0.3333	dense+lexical	drop	identita_con_il_nemico	identita_e_autoconoscenza	Identità con il nemico	Identità e autoconoscenza	1	1
0.6872	0.3333	dense+lexical	drop	liberta_e_identita	liberta_e_servaggio	Libertà e identità	Libertà e servaggio	1	1
0.6866		dense	drop	corpo	potere	Il corpo	Il potere	1	1
0.6865	0.3333	dense+lexical	drop	cultura_e_memoria	memoria_e_infanzia	Cultura e memoria	Memoria e infanzia	1	1
0.6864	0.3333	dense+lexical	drop	amicizia_intellettuale	mediocrità_intellettuale	Amicizia intellettuale	Mediocrità intellettuale	1	1
0.6862	0.3333	dense+lexical	drop	morte_e_potere	morte_e_putrefazione	Morte e potere	Morte e putrefazione	1	1
0.6858	0.3333	dense+lexical	drop	amore	amore_erotico	L'amore	Amore erotico	3	1
0.6858	0.5000	dense+lexical	drop	insuccesso	limite_del_potere_imperiale	Insuccesso e limite del potere	Limite del potere imperiale	1	1
0.6857	0.3333	dense+lexical	drop	guerra_e_politica	guerra_e_sperpero	Guerra e politica	Guerra e sperpero	1	1
0.6855		dense	drop	identita_di_roma_e_dell_impero	liberta_e_identita	Identità di Roma e dell'impero	Libertà e identità	1	1
0.6853		dense	drop	memoria_e_presenza_dei_morti	morte_e_desiderio_di_morire	Memoria e presenza dei morti	La morte e il desiderio di morire	1	1
0.6848		dense	drop	corpo_e_malattia	malattia_di_lucio	Corpo e malattia	Malattia e declino	2	1
0.6848		dense	drop	memoria_e_confronto_con_i_morti	memoria_e_identita	Memoria e confronto con i morti	Memoria e identità	1	1
0.6845		dense	drop	bonta	felicita	La bontà	La felicità	1	2
0.6840	0.3333	dense+lexical	drop	liberta_di_assentire	liberta_di_movimento	Libertà di assentire	Libertà di movimento	1	1
0.6839	0.3333	dense+lexical	drop	continuita_della_civilta	continuita_e_rinnovamento	Continuità della civiltà	Continuità e rinnovamento	1	1
0.6833	0.3333	dense+lexical	drop	lutto_anticipato	lutto_e_dolore	Lutto anticipato	Lutto e dolore	1	1
0.6831	0.3333	dense+lexical	drop	amore_erotico	amore_umano	Amore erotico	Amore umano	1	1
0.6826		dense	drop	amore_e_volutta	colpa_e_intenzione	Amore e voluttà	Colpa e intenzione	1	1
0.6825	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_immortalita	Memoria autentica	Memoria e immortalità	1	6
0.6825		dense	drop	amore_come_gioco_di_ruoli	amore_e_colpa	Amore come gioco di ruoli	Amore e colpa	1	1
0.6818		dense	drop	amore_e_perdita	amore_eroico_e_morte	Amore e perdita	Amore eroico e morte	1	1
0.6816	0.3333	dense+lexical	drop	castita_e_piacere	piacere_e_adulazione	Castità e piacere	Piacere e adulazione	1	1
0.6815	0.3333	dense+lexical	drop	limiti_del_potere	provvidenza_e_potere	Limiti del potere	Provvidenza e potere	1	1
0.6813		dense	drop	limite_e_vecchiaia	limiti_del_potere	Limite e vecchiaia	Limiti del potere	1	1
0.6801		dense	drop	amore_e_perdita	memoria_e_lutto	Amore e perdita	Memoria e lutto	1	1
0.6799	0.3333	dense+lexical	drop	limiti_del_potere	volonta_di_potere	Limiti del potere	Volontà di potere	1	1
0.6799		dense	drop	corpo_e_malattia	protezione_di_adriano_verso_antinoo	Corpo e malattia	Protezione e cura	2	1
0.6796		dense	drop	impegno_segreto_di_antinoo_al_suicidio	suicidio	Impegno segreto al suicidio	Il suicidio	1	1
0.6791		dense	drop	astinenza_e_liberta	rinuncia_e_austerita	Astinenza e libertà	Rinuncia e austerità	1	1
0.6786		dense	drop	limite_del_potere_imperiale	limiti_della_scrittura	Limite del potere imperiale	Limiti della scrittura	1	1
0.6781		dense	drop	autoconoscenza_prima_della_morte	morte_e_dissoluzione	Autoconoscenza e morte	Morte e dissoluzione	1	1
0.6778		dense	drop	governo_e_giustizia	guerra_e_politica	Governo e giustizia	Guerra e politica	1	1
0.6775	0.3333	dense+lexical	drop	morte_e_potere	potere_e_moderazione	Morte e potere	Potere e moderazione	1	1
0.6773	0.3333	dense+lexical	drop	amore_e_colpa	amore_erotico	Amore e colpa	Amore erotico	1	1
0.6765	0.3333	dense+lexical	drop	morte_e_aldila	morte_e_dissoluzione	Morte e aldilà	Morte e dissoluzione	2	1
0.6764	0.3333	dense+lexical	drop	morte_e_dissoluzione	morte_e_potere	Morte e dissoluzione	Morte e potere	1	1
0.6763	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_somiglianza	Memoria autentica	Memoria e somiglianza	1	1
0.6763		dense	drop	burocrazia	potere_e_violenza_politica	Burocrazia e delega del potere	Potere e violenza politica	1	1
0.6756		dense	drop	memoria_e_presenza_dei_morti	memoria_e_somiglianza	Memoria e presenza dei morti	Memoria e somiglianza	1	1
0.6755	0.5000	dense+lexical	drop	mimesi_del_potere	potere	Mimesi del potere	Il potere	1	1
0.6740	0.3333	dense+lexical	drop	limiti_del_potere	potere_e_precarietà	Limiti del potere	Potere e precarietà	1	1
0.6740		dense	drop	amore_e_volutta	bellezza_e_virtu	Amore e voluttà	Bellezza e virtù	1	1
0.6738	0.3333	dense+lexical	drop	continuita_della_civilta	urbanizzazione_e_civilta	Continuità della civiltà	Urbanizzazione e civiltà	1	1
0.6737		dense	drop	potere_e_macchina_militare	potere_e_percezione_pubblica	Potere e macchina militare	Potere e percezione pubblica	1	1
0.6737	0.5000	dense+lexical	drop	declino_del_potere	potere	Declino del potere	Il potere	1	1
0.6732		dense	drop	memoria_e_infanzia	memoria_e_tempo_soggettivo	Memoria e infanzia	Memoria e tempo soggettivo	1	1
0.6728	0.3333	dense+lexical	drop	guerra_e_sperpero	pace_e_guerra	Guerra e sperpero	Pace e guerra	1	1
0.6728		dense	drop	immortalita_e_morte	magia_e_morte_rituale	Immortalità e morte	Magia e morte rituale	1	1
0.6727	0.3333	dense+lexical	drop	ambizione_e_calcolo	calcolo_politico	Ambizione e calcolo	Calcolo politico	1	1
0.6726		dense	drop	lutto_per_antinoo	morte	Il lutto	La morte	9	11
0.6726		dense	drop	lutto_per_antinoo__theme	morte	Il lutto	La morte	9	11
0.6724		dense	drop	potere_e_macchina_militare	vigore_e_bellezza_militare	Potere e macchina militare	Vigore e bellezza militare	1	1
0.6723	0.3333	dense+lexical	drop	immortalita_poetica	memoria_e_immortalita	Immortalità poetica	Memoria e immortalità	1	6
0.6723		dense	drop	diritto_e_legge	morte_e_risurrezione	Diritto e legge	Morte e risurrezione	1	1
0.6719	0.3333	dense+lexical	drop	provvidenza_e_potere	volonta_di_potere	Provvidenza e potere	Volontà di potere	1	1
0.6719		dense	drop	indomabilita	mali_ineliminabili	Indomabilità	Mali ineliminabili	1	1
0.6718	0.3333	dense+lexical	drop	potere	potere_e_macchina_militare	Il potere	Potere e macchina militare	1	1
0.6715	0.3333	dense+lexical	drop	memoria_e_infanzia	memoria_e_somiglianza	Memoria e infanzia	Memoria e somiglianza	1	1
0.6715		dense	drop	diritto_e_legge	governo_e_giustizia	Diritto e legge	Governo e giustizia	1	1
0.6714		dense	drop	accettazione_di_se_stessi	identita_e_autoconoscenza	Accettazione di sé	Identità e autoconoscenza	1	1
0.6714	0.3333	dense+lexical	drop	malinconia_e_solitudine	solitudine_e_ritiro	Malinconia e solitudine	Solitudine e ritiro	1	1
0.6712		dense	drop	potere_e_macchina_militare	potere_e_moderazione	Potere e macchina militare	Potere e moderazione	1	1
0.6711	0.5000	dense+lexical	drop	potere	potere_e_successione	Il potere	Potere e successione	1	1
0.6710		dense	drop	corpo	famiglia	Il corpo	La famiglia	1	1
0.6709	0.3333	dense+lexical	drop	caducita_delle_civilta	continuita_della_civilta	Caducità delle civiltà	Continuità della civiltà	1	1
0.6707		dense	drop	diplomazia_e_pace	guerra_e_politica	Diplomazia e pace	Guerra e politica	1	1
0.6704		dense	drop	burocrazia	limiti_del_potere	Burocrazia e delega del potere	Limiti del potere	1	1
0.6704		dense	drop	immortalita	indomabilita	Immortalità	Indomabilità	3	1
0.6703		dense	drop	colpa_e_responsabilita	fiducia_e_rischio	Colpa e responsabilità	Fiducia e rischio	1	1
0.6702	0.3333	dense+lexical	drop	morte_e_potere	potere_e_precarietà	Morte e potere	Potere e precarietà	1	1
0.6699		dense	drop	memoria_e_confronto_con_i_morti	morte_e_desiderio_di_morire	Memoria e confronto con i morti	La morte e il desiderio di morire	1	1
0.6698		dense	drop	morte_e_potere	potere_e_percezione_pubblica	Morte e potere	Potere e percezione pubblica	1	1
0.6698	0.3333	dense+lexical	drop	morte_e_potere	potere_e_successione	Morte e potere	Potere e successione	1	1
0.6695		dense	drop	memoria_e_identita	memoria_e_presenza_dei_morti	Memoria e identità	Memoria e presenza dei morti	1	1
0.6694	0.3333	dense+lexical	drop	amicizia_con_plotina	amicizia_e_fedelta	Amicizia	Amicizia e fedeltà	1	1
0.6688		dense	drop	limiti_del_potere	perfezione_e_limite	Limiti del potere	Perfezione e limite	1	1
0.6681		dense	drop	perfezione_e_limite	scrittura_e_limiti_del_linguaggio	Perfezione e limite	Scrittura e limiti del linguaggio	1	1
0.6680	0.3333	dense+lexical	drop	potere_e_successione	provvidenza_e_potere	Potere e successione	Provvidenza e potere	1	1
0.6680		dense	drop	caccia	famiglia	La caccia	La famiglia	1	1
0.6679	0.3333	dense+lexical	drop	morte_e_dissoluzione	morte_e_risurrezione	Morte e dissoluzione	Morte e risurrezione	1	1
0.6676		dense	drop	corpo	sonno	Il corpo	Il sonno	1	3
0.6673		dense	drop	burocrazia	provvidenza_e_potere	Burocrazia e delega del potere	Provvidenza e potere	1	1
0.6672	0.3333	dense+lexical	drop	conoscenza_degli_altri	contatto_e_conoscenza	Conoscenza degli altri	Contatto e conoscenza	1	1
0.6671		dense	drop	amicizia_e_fedelta	legame_adriano_antinoo	Amicizia e fedeltà	Legame e devozione	1	1
0.6670		dense	drop	potere_e_ruolo_istituzionale	provvidenza_e_potere	Potere e ruolo istituzionale	Provvidenza e potere	1	1
0.6667		dense	drop	incarnazione_del_divino	visione_del_divino_come_forza_molteplice	Incarnazione del divino	Il divino come forza molteplice	1	1
0.6661		dense	drop	morte_come_devozione	rinuncia_e_morte_come_liberazione	Morte come devozione	Rinuncia e morte come liberazione	1	1
0.6661	0.3333	dense+lexical	drop	amore	amore_e_colpa	L'amore	Amore e colpa	3	1
0.6661	0.3333	dense+lexical	drop	formazione_e_identita	identita_con_il_nemico	Formazione e identità	Identità con il nemico	1	1
0.6660		dense	drop	autoconoscenza	conoscenza_degli_altri	Autoconoscenza	Conoscenza degli altri	1	1
0.6660	0.3333	dense+lexical	drop	memoria_e_immortalita	memoria_e_infanzia	Memoria e immortalità	Memoria e infanzia	6	1
0.6657	0.3333	dense+lexical	drop	memoria_e_infanzia	memoria_e_lutto	Memoria e infanzia	Memoria e lutto	1	1
0.6652		dense	drop	liberta_e_identita	lusso_e_perdita_dell_identita	Libertà e identità	Lusso e perdita dell'identità	1	1
0.6650		dense	drop	memoria_e_lutto	memoria_e_tempo_soggettivo	Memoria e lutto	Memoria e tempo soggettivo	1	1
0.6649		dense	drop	autoformazione	formazione	Autoformazione	Formazione	1	1
0.6649	0.3333	dense+lexical	drop	magia_ancestrale	magia_e_occulto	Magia ancestrale	Magia e occulto	1	1
0.6646	0.3333	dense+lexical	drop	amore	amore_umano	L'amore	Amore umano	3	1
0.6646	0.3333	dense+lexical	drop	conoscenza_degli_altri	conoscenza_e_metodo	Conoscenza degli altri	Conoscenza e metodo	1	1
0.6642	0.3333	dense+lexical	drop	esasperazione_politica	perdita_politica	Esasperazione politica	Perdita politica	1	1
0.6642		dense	drop	diritto_e_riforma	matrimonio_con_sabina__theme	Diritto e riforma	Matrimonio e rito	1	1
0.6641		dense	drop	devozione	legame_adriano_antinoo	Devozione	Legame e devozione	1	1
0.6641	0.3333	dense+lexical	drop	amore_e_potere	potere_e_precarietà	Amore e potere	Potere e precarietà	1	1
0.6640	0.3333	dense+lexical	drop	identita_persistente	memoria_e_identita	Identità persistente	Memoria e identità	1	1
0.6640		dense	drop	morte_come_devozione	morte_e_desiderio_di_morire	Morte come devozione	La morte e il desiderio di morire	1	1
0.6638		dense	drop	colpa_e_intenzione	intesa_politica_adriano_plotina_attiano	Colpa e intenzione	Intesa politica e complicità	1	1
0.6638	0.3333	dense+lexical	drop	continuita_umana	divinita_umana	Continuità umana	Divinità umana	1	1
0.6637	0.3333	dense+lexical	drop	amore_e_perdita	amore_e_volutta	Amore e perdita	Amore e voluttà	1	1
0.6637	0.3333	dense+lexical	drop	dedizione_come_destino	profezia_e_destino	Dedizione come destino	Profezia e destino	1	1
0.6636	0.3333	dense+lexical	drop	amicizia_e_fedelta	amicizia_intellettuale	Amicizia e fedeltà	Amicizia intellettuale	1	1
0.6633		dense	drop	ordine_cosmico	ordine_esteriore_e_interiore	Ordine cosmico	Ordine esteriore e interiore	1	1
0.6633		dense	drop	burocrazia	diplomazia_con_i_barbari	Burocrazia e delega del potere	Diplomazia e persuasione	1	1
0.6632		dense	drop	autoconoscenza_prima_della_morte	morte_e_aldila	Autoconoscenza e morte	Morte e aldilà	1	2
0.6631		dense	drop	limiti_della_scrittura	perfezione_e_limite	Limiti della scrittura	Perfezione e limite	1	1
0.6627	0.3333	dense+lexical	drop	ordine_cosmico	ordine_delle_cose	Ordine cosmico	Ordine delle cose	1	1
0.6627	0.3333	dense+lexical	drop	amore_eroico	pericolo_eroico	Amore eroico	Pericolo eroico	3	1
0.6623	0.3333	dense+lexical	drop	guerra_e_logoramento	guerra_e_violenza	Guerra e logoramento	Guerra e violenza	1	1
0.6619		dense	drop	caccia	morte	La caccia	La morte	1	11
0.6618	0.3333	dense+lexical	drop	insuccesso	potere	Insuccesso e limite del potere	Il potere	1	1
0.6618	0.5000	dense+lexical	drop	morte	solitudine_della_morte	La morte	Solitudine della morte	11	1
0.6615	0.3333	dense+lexical	drop	limiti_del_potere	sete_di_potere	Limiti del potere	Sete di potere	1	1
0.6614	0.3333	dense+lexical	drop	limiti_del_potere	mimesi_del_potere	Limiti del potere	Mimesi del potere	1	1
0.6614		dense	drop	nostalgia_e_malinconia_del_desiderio	tempo_e_vecchiaia	Nostalgia e malinconia	Tempo e vecchiaia	1	1
0.6613		dense	drop	lutto_per_antinoo	suicidio	Il lutto	Il suicidio	9	1
0.6613		dense	drop	lutto_per_antinoo__theme	suicidio	Il lutto	Il suicidio	9	1
0.6612		dense	drop	bellezza_e_virtu	bonta	Bellezza e virtù	La bontà	1	1
0.6610		dense	drop	potere_e_percezione_pubblica	potere_e_successione	Potere e percezione pubblica	Potere e successione	1	1
0.6610	0.3333	dense+lexical	drop	cultura_e_memoria	memoria_autentica	Cultura e memoria	Memoria autentica	1	1
0.6608	0.3333	dense+lexical	drop	amore	amore_e_potere	L'amore	Amore e potere	3	1
0.6608		dense	drop	famiglia	potere	La famiglia	Il potere	1	1
0.6608		dense	drop	ambizione_e_calcolo	piacere_e_adulazione	Ambizione e calcolo	Piacere e adulazione	1	1
0.6606	0.3333	dense+lexical	drop	conformismo_e_identita	identita_con_il_nemico	Conformismo e identità	Identità con il nemico	1	1
0.6599	0.3333	dense+lexical	drop	disciplina	disciplina_augusta	Disciplina e ordine	Disciplina Augusta	1	1
0.6598		dense	drop	molteplicita_interiore	varieta_nell_unita	Molteplicità interiore	Varietà nell'unità	1	1
0.6598		dense	drop	insuccesso	scrittura_e_limiti_del_linguaggio	Insuccesso e limite del potere	Scrittura e limiti del linguaggio	1	1
0.6595		dense	drop	memoria_e_confronto_con_i_morti	memoria_e_tempo_soggettivo	Memoria e confronto con i morti	Memoria e tempo soggettivo	1	1
0.6595		dense	drop	insuccesso	perfezione_e_limite	Insuccesso e limite del potere	Perfezione e limite	1	1
0.6591		dense	drop	matrimonio_con_sabina__theme	matrimonio_e_antipatia	Matrimonio e rito	Matrimonio e antipatia	1	1
0.6588		dense	drop	amore_e_volutta	piacere_e_adulazione	Amore e voluttà	Piacere e adulazione	1	1
0.6586		dense	drop	piacere_e_adulazione	piacere_elementare_e_sacro	Piacere e adulazione	Piacere elementare e sacro	1	1
0.6586		dense	drop	ambizione_e_calcolo	piacere_e_distrazione	Ambizione e calcolo	Piacere e distrazione	1	1
0.6584	0.3333	dense+lexical	drop	morte_e_aldila	morte_e_putrefazione	Morte e aldilà	Morte e putrefazione	2	1
0.6584		dense	drop	bellezza_e_arte	vigore_e_bellezza_militare	Bellezza e arte	Vigore e bellezza militare	1	1
0.6582		dense	drop	memoria_e_somiglianza	memoria_e_tempo_soggettivo	Memoria e somiglianza	Memoria e tempo soggettivo	1	1
0.6582		dense	drop	potere_e_violenza_politica	rivalita_con_serviano	Potere e violenza politica	Rivalità e odio politico	1	1
0.6580		dense	drop	corpo	suicidio	Il corpo	Il suicidio	1	1
0.6578		dense	drop	potere_e_macchina_militare	potere_e_successione	Potere e macchina militare	Potere e successione	1	1
0.6577	0.3333	dense+lexical	drop	declino_del_potere	limiti_del_potere	Declino del potere	Limiti del potere	1	1
0.6577		dense	drop	i_sogni	insonnia	I sogni	L'insonnia	1	1
0.6576	0.3333	dense+lexical	drop	morte_e_potere	volonta_di_potere	Morte e potere	Volontà di potere	1	1
0.6576		dense	drop	amore_e_potere	amore_eroico_e_morte	Amore e potere	Amore eroico e morte	1	1
0.6573		dense	drop	esercito_come_civilizzazione	potere_e_macchina_militare	Esercito come strumento di civilizzazione	Potere e macchina militare	1	1
0.6571		dense	drop	cultura_e_memoria	memoria_e_tempo_soggettivo	Cultura e memoria	Memoria e tempo soggettivo	1	1
0.6569	0.3333	dense+lexical	drop	culto_imperiale	successione_imperiale	Culto imperiale	Successione imperiale	1	12
0.6568		dense	drop	lutto_e_dolore	sacrificio_del_falcone	Lutto e dolore	Sacrificio e dono	1	1
0.6566	0.3333	dense+lexical	drop	guerra_e_logoramento	guerra_e_politica	Guerra e logoramento	Guerra e politica	1	1
0.6566		dense	drop	insuccesso	potere_e_violenza_politica	Insuccesso e limite del potere	Potere e violenza politica	1	1
0.6564		dense	drop	burocrazia	potere_e_precarietà	Burocrazia e delega del potere	Potere e precarietà	1	1
0.6562		dense	drop	architettura_come_collaborazione_col_tempo	memoria_e_tempo_soggettivo	Architettura e tempo	Memoria e tempo soggettivo	1	1
0.6562	0.3333	dense+lexical	drop	amore_e_potere	amore_eroico	Amore e potere	Amore eroico	1	3
0.6562		dense	drop	morte_e_desiderio_di_morire	morte_e_putrefazione	La morte e il desiderio di morire	Morte e putrefazione	1	1
0.6561		dense	drop	identita_di_roma_e_dell_impero	identita_e_autoconoscenza	Identità di Roma e dell'impero	Identità e autoconoscenza	1	1
0.6560		dense	drop	memoria_e_lutto	nostalgia_e_malinconia_del_desiderio	Memoria e lutto	Nostalgia e malinconia	1	1
0.6558	0.5000	dense+lexical	drop	morte	morte_e_putrefazione	La morte	Morte e putrefazione	11	1
0.6557		dense	drop	famiglia	morte	La famiglia	La morte	1	11
0.6556		dense	drop	bellezza_e_virtu	verita_e_decoro	Bellezza e virtù	Verità e decoro	1	1
0.6554	0.3333	dense+lexical	drop	burocrazia	potere	Burocrazia e delega del potere	Il potere	1	1
0.6553		dense	drop	declino_del_potere	insuccesso	Declino del potere	Insuccesso e limite del potere	1	1
0.6549		dense	drop	memoria_e_presenza_dei_morti	morte_e_potere	Memoria e presenza dei morti	Morte e potere	1	1
0.6549	0.3333	dense+lexical	drop	formazione_e_identita	identita_persistente	Formazione e identità	Identità persistente	1	1
0.6549	0.3333	dense+lexical	drop	guerra_e_logoramento	guerra_e_sperpero	Guerra e logoramento	Guerra e sperpero	1	1
0.6549		dense	drop	burocrazia	potere_e_percezione_pubblica	Burocrazia e delega del potere	Potere e percezione pubblica	1	1
0.6546		dense	drop	nostalgia_e_malinconia_del_desiderio	pessimismo_e_delusione	Nostalgia e malinconia	Pessimismo e delusione	1	1
0.6546	0.3333	dense+lexical	drop	identita_composita	identita_e_autoconoscenza	Identità composita	Identità e autoconoscenza	1	1
0.6543		dense	drop	anima_e_corpo	azione_e_essere	Anima e corpo	Azione e essere	1	1
0.6543		dense	drop	autoconoscenza_prima_della_morte	identita_e_oblio_di_se	Autoconoscenza e morte	Identità e oblio di sé	1	1
0.6541	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_oblio	Memoria autentica	Memoria e oblio	1	1
0.6540		dense	drop	amore_umano	umanita_oltre_il_sesso	Amore umano	Umanità oltre il sesso	1	1
0.6540	0.3333	dense+lexical	drop	lutto_anticipato	memoria_e_lutto	Lutto anticipato	Memoria e lutto	1	1
0.6535		dense	drop	magia_ancestrale	magia_e_pratiche_proibite	Magia ancestrale	Magia e pratiche proibite	1	1
0.6535		dense	drop	accettazione_di_se_stessi	autoconoscenza	Accettazione di sé	Autoconoscenza	1	1
0.6534	0.5000	dense+lexical	drop	morte	morte_e_aldila	La morte	Morte e aldilà	11	2
0.6533		dense	drop	memoria_e_tempo_soggettivo	tempo_e_vecchiaia	Memoria e tempo soggettivo	Tempo e vecchiaia	1	1
0.6529		dense	drop	mimesi_del_potere	potere_e_violenza_politica	Mimesi del potere	Potere e violenza politica	1	1
0.6529	0.3333	dense+lexical	drop	liberta_di_movimento	liberta_e_identita	Libertà di movimento	Libertà e identità	1	1
0.6525		dense	drop	diplomazia_con_i_barbari	intesa_politica_adriano_plotina_attiano	Diplomazia e persuasione	Intesa politica e complicità	1	1
0.6523	0.3333	dense+lexical	drop	mimesi_del_potere	volonta_di_potere	Mimesi del potere	Volontà di potere	1	1
0.6520		dense	drop	amore_e_incontro	amore_e_luogo_natio	Amore e incontro	Amore e luogo natio	1	1
0.6517	0.3333	dense+lexical	drop	limite_e_vecchiaia	perfezione_e_limite	Limite e vecchiaia	Perfezione e limite	1	1
0.6515	0.3333	dense+lexical	drop	identita_con_il_nemico	memoria_e_identita	Identità con il nemico	Memoria e identità	1	1
0.6515		dense	drop	guerra_e_politica	pace_e_commercio	Guerra e politica	Pace e commercio	1	1
0.6512		dense	drop	conoscenza_e_metodo	identita_e_autoconoscenza	Conoscenza e metodo	Identità e autoconoscenza	1	1
0.6510		dense	drop	amore_come_gioco_di_ruoli	amore_e_dipendenza	Amore come gioco di ruoli	Amore e dipendenza	1	1
0.6509	0.3333	dense+lexical	drop	mimesi_del_potere	potere_e_moderazione	Mimesi del potere	Potere e moderazione	1	1
0.6503	0.3333	dense+lexical	drop	amore_e_potere	amore_erotico	Amore e potere	Amore erotico	1	1
0.6500		dense	drop	magia_e_morte_rituale	morte_e_potere	Magia e morte rituale	Morte e potere	1	1
0.6499		dense	drop	diplomazia_con_i_barbari	potere_e_moderazione	Diplomazia e persuasione	Potere e moderazione	1	1
0.6494		dense	drop	amore_e_colpa	amore_eroico_e_morte	Amore e colpa	Amore eroico e morte	1	1
0.6493		dense	drop	conoscenza_e_metodo	fiducia_e_rischio	Conoscenza e metodo	Fiducia e rischio	1	1
0.6493		dense	drop	continuita_umana	identita_persistente	Continuità umana	Identità persistente	1	1
0.6493	0.3333	dense+lexical	drop	identita_con_il_nemico	identita_e_oblio_di_se	Identità con il nemico	Identità e oblio di sé	1	1
